t,real_gdp,unemployment_rate,policy_rate,gov_deficit,gov_debt,benefit_paid,total_credit,price_index,energy_bought,e_capacity_utilization,energy_unfilled
0,43.54713411251163,0.9054296861337912,0.000134,94.5621720353112,4872.062172035253,48.79999999999992,467.1227948805431,1.2000000000000002,45.17861399999998,0.0,0.0
1,96.02349990853388,0.7715065978757605,0.0001248972924275364,77.40899997544703,4949.579572316432,48.8774542155501,628.3991781843583,1.2,44.012350486795775,0.06274341399655238,0.0
2,139.31957397454036,0.6558674177847004,0.00011728861421082275,62.32360812986244,5012.036064978925,48.87879053994432,632.5774840474206,1.2036208746177781,41.905149714581434,0.12030347028484588,0.0
3,188.17916019750695,0.5259534239553423,0.00011096727503749617,79.20904707541527,5091.383893604821,48.852053668134936,632.93505765018,1.2000437382898186,39.501664790112564,0.18987067883999104,0.0
4,208.86925048134177,0.47201884365030333,0.00010607537376013981,53.93051249912203,5145.46002184526,48.84146305152153,633.1715971608525,1.2091061212108598,38.354492919717316,0.18987914036717343,0.0
5,233.98676433274716,0.3901312218512972,0.00010179360401588143,73.55068080818424,5219.159021721531,48.9110032372146,633.4130941795601,1.2,36.8382642774588,0.18990385029592066,0.0
6,259.81303705902496,0.30781061532098086,9.84144868451437e-05,65.66877521401962,5284.9815122960645,48.89361765753006,633.6031780884753,1.1999999999999997,35.37076850113231,0.2808388146348362,0.0
7,267.9067642764481,0.28290415536378966,9.593601579658764e-05,63.10557308803413,5348.246148094378,48.8898186914031,633.7419029751138,1.1999999999999993,34.17116208339003,0.28089835549008646,0.0
8,282.5226350624024,0.2330099094968321,9.374046120034799e-05,60.28443257564949,5408.69440995466,48.894829079396374,633.8488471995804,1.2012707697418812,33.041467185870665,0.2809047399852633,0.0
9,293.61000454532734,0.17944220463042537,9.209256499127368e-05,56.34711935046069,5465.209964587031,48.914944110515066,633.9284267835972,1.2007008512682391,31.802734365280067,0.30601401662296296,0.0
10,293.63273856117445,0.17944220463042548,9.102623008337403e-05,56.491221229528556,5521.87408591289,48.92011562807609,633.9790454370599,1.200061450916414,30.72163515574173,0.30609955104456776,0.0
11,308.0847328115475,0.13304329261164627,8.996707798485215e-05,52.49246097283652,5574.54389774753,48.89829992382853,634.0289942585433,1.2000682950323749,29.854140123286527,0.3060996758856688,0.0
12,322.30039021245807,0.08290523630649183,8.940874028077481e-05,47.81039933171071,5622.536080110153,48.47688883249962,634.054215285764,1.2003368279343702,29.030804868407866,0.3060970529263582,0.0
13,328.23840059125047,0.0635836984755519,8.938719702416352e-05,44.07187438592734,5666.794008944181,48.8683832660506,634.054215285764,1.214081522215684,28.34170772381068,0.28455749953266946,0.0
14,328.2693673397408,0.06358369847555168,8.956928238603347e-05,45.63123804975395,5712.615559571584,48.87349744382354,634.054215285764,1.2000511589440968,26.687917342427728,0.2845591436093597,0.3985162279382237
15,332.0118795053193,0.04663548865494449,8.97492037334805e-05,49.123716967791616,5761.933232004654,48.98994669734159,634.054215285764,1.2010082850412827,9.241118364077705,0.28459898368067,25.140443761713485
16,333.58799066347893,0.03871324029552481,9.010706664274578e-05,47.965153702985155,5810.09696076022,48.996609936541816,634.054215285764,1.2000643159904845,8.541290643956092,0.2845906146300327,25.095412415133634
17,337.83436121637476,0.023655493635526215,9.054551679023248e-05,46.5052645732588,5856.80470439871,49.00941137237578,634.054215285764,1.2000239458848925,9.167224367937548,0.2845924462676559,25.461197576556714
18,343.54809205031313,0.013678605328147686,9.113992736063145e-05,11.143790844788676,5868.154950959169,48.99308063770528,634.054215285764,1.2005170990590723,8.075878082783156,0.2846319945407182,25.572980976443585
19,350.3752717282115,0.0,9.18350874066535e-05,8.433472692837341,5876.798678191106,48.97314517080824,634.054215285764,1.2000611296542725,9.863286224569956,0.2846227948744252,25.683716322331776
20,352.40235744444715,0.0,9.266966700324691e-05,7.474953494156715,5884.48755183503,48.97915623430842,634.054215285764,1.2001332180585431,9.12659882558566,0.2846246384873337,25.706310069170826
21,352.4355113163587,0.0,9.34971286379026e-05,7.034314902900327,5893.011638386915,48.97869138831799,634.054215285764,1.201571307393405,8.602202405488695,0.28462656966684335,25.78075145499049
22,350.68603596949447,0.0,9.43175893725169e-05,7.691067878815318,5902.34248341558,48.94497017429799,634.054215285764,1.2004006808207848,7.716331475593849,0.28462878452369644,25.891222824727066
23,350.71872510232714,0.0,9.513163861675184e-05,7.977647093585617,5913.979309743397,48.94546117702477,634.054215285764,1.2031300658301163,9.772876981761705,0.2846312112541599,26.037376353347504
24,351.6468855689477,0.0,9.593891294689734e-05,-70.35641244999945,5849.32196637704,48.54930399428058,634.8066963899564,1.2009846015688879,9.36237130226941,0.28463398848647714,25.74823174125852
25,346.03053904455527,0.020318654066272313,9.67395550545401e-05,54.81539021804181,5911.43573411209,48.518409700323275,634.8058686607418,1.2004808941110607,9.946328118257505,0.2846370672473292,26.517248680601433
26,346.8827543301133,0.016271300236009645,9.731370948109386e-05,15.219620334645668,5933.84538251205,48.52847921571439,634.8050418420294,1.2003279448892126,8.822368614002974,0.29956696338611805,27.01026031196856
27,351.13879981042675,0.008857530242961098,9.792980344291202e-05,2.42088368887471,5943.477009449671,48.5309666198207,634.8042159328174,1.2169928985346443,9.698038506445233,0.2995706592161404,27.848994514674423
28,351.17034347940285,0.008858617998540153,9.861935247362123e-05,21.364291545683052,5972.140867180791,48.55470969788237,634.8033909321057,1.2008504807689584,9.632488241572798,0.2995743113586416,26.78012742579937
29,357.84877714758613,0.0,9.930269118058886e-05,-9.6192300244076,5969.824314562651,48.18602623964677,634.8025668388947,1.2011179441161763,9.463901374992385,0.3237242525463144,26.975288360129536
