t,real_gdp,unemployment_rate,policy_rate,gov_deficit,gov_debt,benefit_paid,total_credit,price_index,energy_bought,e_capacity_utilization,energy_unfilled
0,43.54713411251163,0.9054296861337912,0.000134,94.5621720353112,4872.062172035253,48.79999999999992,467.1227948805431,1.2000000000000002,45.17861399999998,0.0,0.0
1,96.02349990853388,0.7715065978757605,0.0001248972924275364,77.40899997544703,4949.579572316432,48.8774542155501,628.3991781843583,1.2,44.012350486795775,0.06274341399655238,0.0
2,139.31957397454036,0.6558674177847004,0.00011728861421082275,62.32360812986244,5012.036064978925,48.87879053994432,632.5774840474206,1.2036208746177781,41.905149714581434,0.12030347028484588,0.0
3,188.17916019750695,0.5259534239553423,0.00011096727503749617,79.20904707541527,5091.383893604821,48.852053668134936,632.93505765018,1.2000437382898186,39.501664790112564,0.18987067883999104,0.0
4,208.86925048134177,0.47201884365030333,0.00010607537376013981,53.93051249912203,5145.46002184526,48.84146305152153,633.1715971608525,1.2091061212108598,38.354492919717316,0.18987914036717343,0.0
5,233.98676433274716,0.3901312218512972,0.00010179360401588143,73.55068080818424,5219.159021721531,48.9110032372146,633.4130941795601,1.2,36.8382642774588,0.18990385029592066,0.0
6,259.81303705902496,0.30781061532098086,9.84144868451437e-05,65.66877521401962,5284.9815122960645,48.89361765753006,633.6031780884753,1.1999999999999997,35.37076850113231,0.2808388146348362,0.0
7,267.9067642764481,0.28290415536378966,9.593601579658764e-05,63.10557308803413,5348.246148094378,48.8898186914031,633.7419029751138,1.1999999999999993,34.17116208339003,0.28089835549008646,0.0
8,282.5226350624024,0.2330099094968321,9.374046120034799e-05,60.28443257564949,5408.69440995466,48.894829079396374,633.8488471995804,1.2012707697418812,33.041467185870665,0.2809047399852633,0.0
9,293.61000454532734,0.17944220463042537,9.209256499127368e-05,56.34711935046069,5465.209964587031,48.914944110515066,633.9284267835972,1.2007008512682391,31.802734365280067,0.30601401662296296,0.0
10,293.63273856117445,0.17944220463042548,9.102623008337403e-05,56.491221229528556,5521.87408591289,48.92011562807609,633.9790454370599,1.200061450916414,30.72163515574173,0.30609955104456776,0.0
11,308.0847328115475,0.13304329261164627,8.996707798485215e-05,52.49246097283652,5574.54389774753,48.89829992382853,634.0289942585433,1.2000682950323749,29.854140123286527,0.3060996758856688,0.0
12,322.30039021245807,0.08290523630649183,8.940874028077481e-05,47.81039933171071,5622.536080110153,48.47688883249962,634.054215285764,1.2003368279343702,29.030804868407866,0.3060970529263582,0.0
13,328.23840059125047,0.0635836984755519,8.938719702416352e-05,44.07187438592734,5666.794008944181,48.8683832660506,634.054215285764,1.214081522215684,28.34170772381068,0.28455749953266946,0.0
14,328.2693673397408,0.06358369847555168,8.956928238603347e-05,45.63123804975395,5712.615559571584,48.87349744382354,634.054215285764,1.2000511589440968,26.687917342427728,0.2845591436093597,0.3985162279382237
15,332.0118795053193,0.04663548865494449,8.97492037334805e-05,49.123716967791616,5761.933232004654,48.98994669734159,634.054215285764,1.2010082850412827,9.241118364077705,0.28459898368067,25.140443761713485
16,333.58799066347893,0.03871324029552481,9.010706664274578e-05,47.965153702985155,5810.09696076022,48.996609936541816,634.054215285764,1.2000643159904845,8.541290643956092,0.2845906146300327,25.095412415133634
17,337.83436121637476,0.023655493635526215,9.054551679023248e-05,46.505264572632996,5856.804704398085,49.00941137237506,634.054215285764,1.200023945884892,9.167224367937548,0.2845924462676559,25.46119757249933
18,343.54809205031313,0.013678605328147686,9.113992736063048e-05,45.02809492383313,5902.0392550375855,48.99152333320865,634.054215285764,1.2003853004040168,8.075878082783156,0.2846319945407183,25.572976127872334
19,350.37527172821154,0.0,9.183508740548735e-05,42.219312251341826,5944.468850907411,48.97135448873956,634.054215285764,1.2000460489078113,9.910124447448439,0.28462279487471875,25.792415514826352
20,352.4023779443304,0.0,9.266966699971886e-05,41.10354005877646,5985.786391194053,48.977021366950694,634.054215285764,1.2001012633866612,9.126598825581555,0.2846246323552567,25.920408158256887
21,352.4355893476388,0.0,9.349712939809211e-05,40.73045687020404,6027.271668766294,48.97657166069588,634.054215285764,1.2012023096845317,8.60220249154401,0.2846265472568865,26.103687756475885
22,350.68619986461186,0.0,9.431759188434857e-05,41.43374070345007,6069.3696758895385,48.95100688534914,634.054215285764,1.200680346985099,7.786140325377039,0.28462865203087945,26.322621918139923
23,350.7190030408965,0.0,9.513116897280238e-05,33.3616261348694,6105.194158682296,48.94366501660317,634.054215285764,1.2046815515363611,9.924652223437022,0.2846309319069152,27.83769846073657
24,351.64730669844596,0.0,9.593798482520998e-05,-36.58343165329015,6072.312351616289,48.55535841572851,634.054215285764,1.2003257396270335,9.274753248308429,0.28463344280691183,26.63530676802779
25,353.35000449443976,0.0,9.673797922362061e-05,22.764596210027598,6100.59583204985,48.54732351365074,634.054215285764,1.200153237750276,10.121307585634797,0.2846361540406633,28.104564398542312
26,353.38275736144124,0.0,9.752760369131924e-05,23.897662453966568,6131.006365414889,48.54674004821109,634.054215285764,1.219539132057282,8.210168261612942,0.28463908069485844,28.604917846483445
27,353.4159080624666,0.0,9.831262491008142e-05,39.036893412372855,6177.373397046716,48.56179782331008,634.054215285764,1.2010425167447731,9.130886234897782,0.2846420872114253,27.913273740425353
28,353.44860477455853,0.0,9.908742608795738e-05,23.89322038446015,6208.599937699434,48.56229237323559,634.054215285764,1.2034677237066498,9.364849171704012,0.28464531752004163,29.27595944665981
29,353.48016618207254,0.0,9.985489004343313e-05,38.31931732334878,6254.257393516405,48.17267178418814,634.054215285764,1.202094563123297,8.782144552203167,0.28464852382859057,28.680052120845517
